K	Lag	Month	Model	CoefB0	CoefBvazao	CoefBX1	CoefBX2	CoefBX3	NSE.orig	NSE.comp	Alpha.NSE	Beta.NSE	r.NSE	KGE.orig	Alpha.KGE	Beta.KGE	r.KGE
224	3	7	PAR	66.5055484230967	0.182267174258493	0	0	0	-1.71700593315996	-1.50146054142703	1.04156694639435	1.4681464223058	0.834730348223438	0.520165294500335	1.04156694639435	1.4485526454844	0.834730348223438
224	3	7	PARX	82.5258642169394	0.162399142310293	0	-8.63720561736294	12.3150083212295	-3.85191462604144	-3.44565475062403	0.874654989068619	2.01558893482131	0.790005985631151	0.337406945326715	0.874654989068619	1.61580897871429	0.790005985631151
224	3	7	RIDGE	80.769979595814	0.154862007650538	0.229429666810345	-20.4057138330807	10.1163156168265	-2.03706216689705	-1.79135655787666	0.870734808113571	1.56749994902838	0.817630480095711	0.471492222853547	0.870734808113571	1.4789074429164	0.817630480095711
224	3	8	PAR	48.9490123123645	0.31019015271158	0	0	0	-1.08563529606815	-0.92147252956057	0.875997816322557	1.28126018633055	0.849047384593818	0.606653683632852	0.875997816322557	1.34140604995352	0.849047384593818
224	3	8	PARX	61.9957785194519	0.277699940336528	0	-3.0735745114638	3.29879486203663	-2.81131275943889	-2.49299557671352	0.764222505310626	1.78414456456134	0.833665770969153	0.443881126116967	0.764222505310626	1.47540519469149	0.833665770969153
224	3	8	RIDGE	58.0080633048637	0.27490912014345	-1.20584763718123	-10.8672057632029	2.8199767628805	-1.31174089717663	-1.12963057812824	0.739785588530743	1.34948256397921	0.837239430287968	0.527238249771282	0.739785588530743	1.35958466247887	0.837239430287968
224	3	9	PAR	25.4548855204409	0.514649612329421	0	0	0	-0.370376878196067	-0.268430267098256	1.06447714080391	1.00968614478862	0.88501075079498	0.693626160290173	1.06447714080391	1.27655939785074	0.88501075079498
224	3	9	PARX	33.4871651491752	0.47769063377558	0	0	1.2876984047708	-1.18857988973973	-1.01009958626825	0.978857421090112	1.33596520714979	0.88514693863172	0.615887413620713	0.978857421090112	1.36592928916166	0.88514693863172
224	3	9	RIDGE	22.1427067993525	0.503844317135249	-2.41118308255207	2.08300558585004	0.341554320147386	-0.594095208315977	-0.482820470655192	0.99739053054241	1.05486841672687	0.814482756059836	0.656624180951175	0.99739053054241	1.28893510686216	0.814482756059836
224	3	10	PAR	23.9962562384354	0.772894917876398	0	0	0	-0.543773833500751	-0.436085680001559	0.766405549532852	1.03772902772926	0.801255498537114	0.480425850242767	0.766405549532852	1.41939426908957	0.801255498537114
224	3	10	PARX	41.1285680322936	0.65515384844003	-2.21551075889476	0	0	-2.00133719608705	-1.76489422161472	0.635592792541275	1.53767023276231	0.789431325225281	0.24945089951277	0.635592792541275	1.62144361980629	0.789431325225281
224	3	10	RIDGE	27.2386074183237	0.724534627311862	-1.70204336789393	1.41041821997555	-0.831758984515698	-0.816307798213434	-0.683867349234783	0.704644115389364	1.15082774114396	0.806833155256162	0.416160092071734	0.704644115389364	1.4651026871641	0.806833155256162
224	3	11	PAR	120.853837239688	0.959810720967528	0	0	0	-0.719162198424445	-0.63762434146898	0.285702326845139	0.902983150205272	0.453934083272231	0.00991933234064069	0.285702326845139	1.41454864272678	0.453934083272231
224	3	11	PARX	136.646647057532	0.878202037715693	0.478867112657094	0	-34.5670263428701	-0.64111103071111	-0.556358532707146	0.538902156414029	0.92061119917131	0.539598862797426	0.223336470565796	0.538902156414029	1.42264146679679	0.539598862797426
224	3	11	RIDGE	155.121721970682	0.708297498950432	0.455590213596509	-4.03981708866489	-18.3213678417518	-1.02878419723688	-0.911088110223698	0.326365844320185	1.08487827433859	0.570506121776736	0.0585616077898709	0.326365844320185	1.49805449420468	0.570506121776736
224	3	12	PAR	320.93483175843	0.870019729944656	0	0	0	-0.346097285651798	-0.307834099363005	0.110889523552732	0.618572439482987	0.392707296272513	-0.107697316262655	0.110889523552732	1.2601374196969	0.392707296272513
224	3	12	PARX	441.478231918469	0.0250056872370958	0	0	-8.79135060211727	-1.46821718504767	-1.33010741491056	0.0664423666296109	1.17520113230508	0.416939351760172	-0.206543678188794	0.0664423666296109	1.49422471915858	0.416939351760172
224	3	12	RIDGE	413.879244927619	0.0510621567747725	-0.325611619413407	-2.12297145797868	-0.510957142366151	-1.06568072054277	-0.968117233356514	0.0103838742230994	0.987742310454802	0.367178144983445	-0.245934322150941	0.0103838742230994	1.41538988737023	0.367178144983445
